image	score	reason	label	gemini_text	local_path
/images/UzpfSTEwMDAwMDM2OTIxMDcyNTpWSzoyNzgyMzk5NDgwMzkwOTI2OQ==_0.jpg	1.0	one_text_contains_the_other	古墨輕磨滿几香，硯池新浴粲生光。今天的練習01	"古墨輕磨滿几香
硯池新浴粲生光"	/mnt/Suran_database/Users/thanhthanh_workspace/Project/NLP_K35/xlnntn_hp2_friend/data/mrDuc_data/Images/UzpfSTEwMDAwMDM2OTIxMDcyNTpWSzoyNzgyMzk5NDgwMzkwOTI2OQ==_0.jpg
/images/UzpfSTEwMDAwMDM0MDE0MDI3NjpWSzoyNzgyMzQzOTU4MDYzMTQ1OA==_0.jpg	0.619377	combined_score_above_threshold	"唐．李白〈清平調〉三首之二：「一枝穠豔露凝香，雲雨巫山枉斷腸。」
資料來源：國家教育研究院"	"唐·李白〈清平調〉三首之二
一枝穠豔露凝香
一枝穠豔露凝香
雲雨巫山枉斷腸
雲雨巫山枉斷腸
丙午七夕方柏棟"	/mnt/Suran_database/Users/thanhthanh_workspace/Project/NLP_K35/xlnntn_hp2_friend/data/mrDuc_data/Images/UzpfSTEwMDAwMDM0MDE0MDI3NjpWSzoyNzgyMzQzOTU4MDYzMTQ1OA==_0.jpg
/images/UzpfSTEwMDAwMDM2NjMwMzY2NTpWSzoyNzgyMjE4NzU1MDc1NjY2MQ==_0.jpg	0.713611	combined_score_above_threshold	"2026-08-19週三
渡漢江 李頻

嶺外音書絕，
經冬復歷春。
近鄉情更怯，
不敢問來人。"	"嶺外音書斷
經冬復歷春
近鄉情更怯
不敢問來人
渡漢江李穎丙午秋杪祥書"	/mnt/Suran_database/Users/thanhthanh_workspace/Project/NLP_K35/xlnntn_hp2_friend/data/mrDuc_data/Images/UzpfSTEwMDAwMDM2NjMwMzY2NTpWSzoyNzgyMjE4NzU1MDc1NjY2MQ==_0.jpg
/images/UzpfSTYxNTg2OTI4MjY3NTAwOlZLOjI3Nzk2MzgxNDc2NjcwNjAy_0.jpg	0.904228	high_directional_coverage	"相見時難別亦難 東風無力百花殘
春蠶到死絲方盡 蠟炬成灰淚始干"	"相
見
時
難
別
亦
難
東
風
無
力
百
花
殘
春
蠶
到
死
絲
方
盡
蠟
炬
成
灰
淚
始
乾
無
題
李
商
隱"	/mnt/Suran_database/Users/thanhthanh_workspace/Project/NLP_K35/xlnntn_hp2_friend/data/mrDuc_data/Images/UzpfSTYxNTg2OTI4MjY3NTAwOlZLOjI3Nzk2MzgxNDc2NjcwNjAy_0.jpg
/images/UzpfSTEwMDAwMDM0MDE0MDI3NjpWSzoyNzgxMjgzOTg3ODM1ODA5NQ==_0.jpg	0.647384	combined_score_above_threshold	"明·王守仁《傳習錄》上卷：“若解向里尋求，見得自己心體，即無時不是此道，亙古亙今，無終無始。”
資料來源：漢語網"	"明·王守仁《傳習錄》上卷
若放向里尋求見
得自己心体原無
時不是此道直下
直下無終無始
丙午七月初六方柏棟"	/mnt/Suran_database/Users/thanhthanh_workspace/Project/NLP_K35/xlnntn_hp2_friend/data/mrDuc_data/Images/UzpfSTEwMDAwMDM0MDE0MDI3NjpWSzoyNzgxMjgzOTg3ODM1ODA5NQ==_0.jpg
/images/UzpfSTEwMDAwMzI4NDg3MDY0MDpWSzoyNzgxMDY5MzU0MTkwNjA2Mg==_0.jpg	0.702847	combined_score_above_threshold	"李白〔唐代〕
長安一片月或指「子夜吳歌秋歌」
長安一片月，萬戶搗衣聲。
秋風吹不盡，總是玉關情。
何日平胡虜，良人罷遠徵。"	"長安一片月萬戶搗衣聲
秋風吹不盡總是玉關情
何日平胡虜良人罷遠征紀
李白子夜秋歌
庚午年秋月書"	/mnt/Suran_database/Users/thanhthanh_workspace/Project/NLP_K35/xlnntn_hp2_friend/data/mrDuc_data/Images/UzpfSTEwMDAwMzI4NDg3MDY0MDpWSzoyNzgxMDY5MzU0MTkwNjA2Mg==_0.jpg
/images/UzpfSTEwMDAwMzI4NDg3MDY0MDpWSzoyNzgxMDY5MzU0MTkwNjA2Mg==_4.jpg	0.695388	combined_score_above_threshold	"李白〔唐代〕
長安一片月或指「子夜吳歌秋歌」
長安一片月，萬戶搗衣聲。
秋風吹不盡，總是玉關情。
何日平胡虜，良人罷遠徵。"	"長安一片月萬戶擣衣聲
秋風吹不盡總是玉關情
何日平胡虜良人罷遠征
李白詩子夜秋歌
丙申冬月"	/mnt/Suran_database/Users/thanhthanh_workspace/Project/NLP_K35/xlnntn_hp2_friend/data/mrDuc_data/Images/UzpfSTEwMDAwMzI4NDg3MDY0MDpWSzoyNzgxMDY5MzU0MTkwNjA2Mg==_4.jpg
/images/UzpfSTEwMDAwMzI4NDg3MDY0MDpWSzoyNzgxMDY5MzU0MTkwNjA2Mg==_2.jpg	0.683629	high_directional_coverage	"李白〔唐代〕
長安一片月或指「子夜吳歌秋歌」
長安一片月，萬戶搗衣聲。
秋風吹不盡，總是玉關情。
何日平胡虜，良人罷遠徵。"	"長安一片月萬戶擣衣聲
秋風吹不盡總是玉關情
何日平胡虜良人罷遠征
曹新林書
丙戌秋月"	/mnt/Suran_database/Users/thanhthanh_workspace/Project/NLP_K35/xlnntn_hp2_friend/data/mrDuc_data/Images/UzpfSTEwMDAwMzI4NDg3MDY0MDpWSzoyNzgxMDY5MzU0MTkwNjA2Mg==_2.jpg
/images/UzpfSTEwMDAwMzI4NDg3MDY0MDpWSzoyNzgxMDY5MzU0MTkwNjA2Mg==_1.jpg	0.647591	combined_score_above_threshold	"李白〔唐代〕
長安一片月或指「子夜吳歌秋歌」
長安一片月，萬戶搗衣聲。
秋風吹不盡，總是玉關情。
何日平胡虜，良人罷遠徵。"	"長安一片月萬戶擣衣聲秋風
吹不盡總是玉關情何日平胡虜
良人罷遠征
李白詩子夜吳歌秋歌
丙子歲月於谷中松井玄栗"	/mnt/Suran_database/Users/thanhthanh_workspace/Project/NLP_K35/xlnntn_hp2_friend/data/mrDuc_data/Images/UzpfSTEwMDAwMzI4NDg3MDY0MDpWSzoyNzgxMDY5MzU0MTkwNjA2Mg==_1.jpg
/images/UzpfSTYxNTUzOTIxNjgxMDE1OlZLOjI3ODEyODE1OTI4MzYwNDkw_0.jpg	0.373697	one_text_contains_the_other	曾幾  三衢道中	"梅子黃
時日日晴
小溪泛盡
卻山行
綠陰不減
來時路
添得
黃
鸝
四五聲
曾幾
三衢道中
學松
梅子黃時日日晴
小溪泛盡卻山行
綠陰不減來時路
添得黃鸝四五聲"	/mnt/Suran_database/Users/thanhthanh_workspace/Project/NLP_K35/xlnntn_hp2_friend/data/mrDuc_data/Images/UzpfSTYxNTUzOTIxNjgxMDE1OlZLOjI3ODEyODE1OTI4MzYwNDkw_0.jpg
/images/UzpfSTEwMDAwMDAyOTcyMDEwOTpWSzoyNzgwMTMxNDkyOTUxMDU5MA==_0.jpg	0.854377	high_directional_coverage	"唐詩 李商隱 錦瑟
錦瑟無端五十弦

ㄧ弦ㄧ柱思華年

莊生曉夢迷蝴蝶

望帝春心託杜鵑

滄海月明珠有淚

藍田日暖玉生煙

此情可待成追憶

祇是當時已惘然"	"錦瑟無端五十弦一弦一柱思華年莊生曉夢迷
蝴蝶望帝春心託杜鵑滄海月明珠有淚藍田
日暖玉生煙此情可待成追憶祗是當時已惘然
李商隱
錦瑟詩
丙戌秋
萧良材书"	/mnt/Suran_database/Users/thanhthanh_workspace/Project/NLP_K35/xlnntn_hp2_friend/data/mrDuc_data/Images/UzpfSTEwMDAwMDAyOTcyMDEwOTpWSzoyNzgwMTMxNDkyOTUxMDU5MA==_0.jpg
/images/UzpfSTEwMDAwMDM2OTIxMDcyNTpWSzoyNzgxMTcxMjY1NTEzNzQ4NA==_0.jpg	0.593963	combined_score_above_threshold	風遞殘香出繡簾，團窠金鳳舞襜襜，落花微雨恨相兼，何處去來狂太甚，空推宿酒睡無厭，爭教人不別猜嫌。今天的練習03	"風遞殘香出綉簾周宗室風流
襜襜落花飛為忙怕兼何處去來
狂太甚也挂宿酒睡無厭怎教人
不別猜嫌
五代詞人孫光憲浣溪沙
丙子之秋"	/mnt/Suran_database/Users/thanhthanh_workspace/Project/NLP_K35/xlnntn_hp2_friend/data/mrDuc_data/Images/UzpfSTEwMDAwMDM2OTIxMDcyNTpWSzoyNzgxMTcxMjY1NTEzNzQ4NA==_0.jpg
/images/UzpfSTEwMDAxNjg4Mjk5NjczMzpWSzoyNzgxMzM2NDIyNDk3MjMyNw==_0.jpg	0.949774	one_text_contains_the_other	纖雲弄巧，飛星傳恨，銀漢迢迢暗度。金風玉露一相逢，便勝卻人間無數。柔情似水，佳期如夢，忍顧鵲橋歸路。兩情若是久長時，又豈在朝朝暮暮。	"纖雲弄巧
飛星傳恨銀
漢迢迢暗度
金風玉露一相
逢便勝卻人
間無數柔
情似水佳
期如夢忍顧
鵲橋歸路
兩情若是
久長時又
豈在朝朝
暮暮
丙戌冬日金湧
書之"	/mnt/Suran_database/Users/thanhthanh_workspace/Project/NLP_K35/xlnntn_hp2_friend/data/mrDuc_data/Images/UzpfSTEwMDAxNjg4Mjk5NjczMzpWSzoyNzgxMzM2NDIyNDk3MjMyNw==_0.jpg
/images/UzpfSTEwMDAwMDI1Njc2NzI4NjpWSzoyNzgxMDM0NzcxNTI3Mzk3OA==_0.jpg	0.921423	high_directional_coverage	"摩訶般若波羅蜜多心經。
鉛筆✏️6 B臨習。

籍磊，當代書法名家。少年時代得到內蒙古著名書法家王牖義先生的指導。

觀自在菩薩，行深般若波羅蜜多時，照見五蘊皆空，度一切苦厄。舍利子，色不異空，空不異色，色即是空，空即是色，受想行識，亦復如是。舍利子，是諸法空相，不生不滅，不垢不淨，不增不減。是故空中無色，無受想行識，無眼耳鼻舌身意，無色聲香味觸法，無眼界，乃至無意識界。無明，亦無明盡，乃至無老死，亦無老死盡。無苦集滅道，無智亦無得。以無所得故，菩提薩埵，依般若波羅蜜多故，心無罣礙，無罣礙故，無有恐怖，遠離顛倒夢想，究竟涅磐。三世諸佛，依般若波羅蜜多故，得阿耨多羅三藐三菩提。故知般若波羅蜜多，是大神咒，是大明咒，是無上咒，是無等等咒，能除一切苦，真實不虛。故說般若波羅蜜多咒，即說咒曰：揭諦揭諦波羅揭諦波羅僧揭諦菩提薩婆訶。"	"般若波羅蜜多心經
觀自在菩薩行深般若波羅蜜多
時照見五蘊皆空度一切苦厄
舍利子色不異空空不異色色即
是空空即是色受想行識亦復
如是舍利子是諸法空相不生不
滅不垢不淨不增不減是故空中
無色無受想行識無眼耳鼻舌
身意無色聲香味觸法無眼界
乃至無意識界無無明亦無無明
盡乃至無老死亦無老死盡無苦
集滅道無智亦無得以無所得故
菩提薩埵依般若波羅蜜多故心
無罣礙無罣礙故無有恐怖遠離
顛倒夢想究竟涅槃三世諸佛
依般若波羅蜜多故得阿耨多
羅三藐三菩提故知般若波羅蜜
多是大神咒是大明咒是無上咒
是無等等咒能除一切苦真實不虛
故說般若波羅蜜多咒即說咒曰
揭諦揭諦
波羅揭諦
波羅僧揭諦
菩提薩婆訶
歲在辛丑籍磊沐手焚香敬書"	/mnt/Suran_database/Users/thanhthanh_workspace/Project/NLP_K35/xlnntn_hp2_friend/data/mrDuc_data/Images/UzpfSTEwMDAwMDI1Njc2NzI4NjpWSzoyNzgxMDM0NzcxNTI3Mzk3OA==_0.jpg
/images/UzpfSTEwMDAwMDI1Njc2NzI4NjpWSzoyNzgxMDM0NzcxNTI3Mzk3OA==_3.jpg	0.919874	high_directional_coverage	"摩訶般若波羅蜜多心經。
鉛筆✏️6 B臨習。

籍磊，當代書法名家。少年時代得到內蒙古著名書法家王牖義先生的指導。

觀自在菩薩，行深般若波羅蜜多時，照見五蘊皆空，度一切苦厄。舍利子，色不異空，空不異色，色即是空，空即是色，受想行識，亦復如是。舍利子，是諸法空相，不生不滅，不垢不淨，不增不減。是故空中無色，無受想行識，無眼耳鼻舌身意，無色聲香味觸法，無眼界，乃至無意識界。無明，亦無明盡，乃至無老死，亦無老死盡。無苦集滅道，無智亦無得。以無所得故，菩提薩埵，依般若波羅蜜多故，心無罣礙，無罣礙故，無有恐怖，遠離顛倒夢想，究竟涅磐。三世諸佛，依般若波羅蜜多故，得阿耨多羅三藐三菩提。故知般若波羅蜜多，是大神咒，是大明咒，是無上咒，是無等等咒，能除一切苦，真實不虛。故說般若波羅蜜多咒，即說咒曰：揭諦揭諦波羅揭諦波羅僧揭諦菩提薩婆訶。"	"般若波羅蜜多心經
觀自在菩薩行深般若波羅蜜多
時照見五蘊皆空度一切苦厄
舍利子色不異空空不異色色即
是空空即是色受想行識亦復
如是舍利子是諸法空相不生不
滅不垢不淨不增不減是故空中
無色無受想行識無眼耳鼻舌
身意無色聲香味觸法無眼界
乃至無意識界無無明亦無無明
盡乃至無老死亦無老死盡無苦
集滅道無智亦無得以無所得故
菩提薩埵依般若波羅蜜多故心
無罣礙無罣礙故無有恐怖遠離
顛倒夢想究竟涅槃三世諸佛
依般若波羅蜜多故得阿耨多
羅三藐三菩提故知般若波羅蜜
多是大神咒是大明咒是無上咒
是無等等咒能除一切苦真實不虛
故說般若波羅蜜多咒即說咒曰
揭諦揭諦波羅揭諦
波羅僧揭諦菩提薩婆訶
歲在辛丑籍蘇沐手焚香敬書"	/mnt/Suran_database/Users/thanhthanh_workspace/Project/NLP_K35/xlnntn_hp2_friend/data/mrDuc_data/Images/UzpfSTEwMDAwMDI1Njc2NzI4NjpWSzoyNzgxMDM0NzcxNTI3Mzk3OA==_3.jpg
/images/UzpfSTEwMDAwMDI1Njc2NzI4NjpWSzoyNzgxMDM0NzcxNTI3Mzk3OA==_2.jpg	0.919874	high_directional_coverage	"摩訶般若波羅蜜多心經。
鉛筆✏️6 B臨習。

籍磊，當代書法名家。少年時代得到內蒙古著名書法家王牖義先生的指導。

觀自在菩薩，行深般若波羅蜜多時，照見五蘊皆空，度一切苦厄。舍利子，色不異空，空不異色，色即是空，空即是色，受想行識，亦復如是。舍利子，是諸法空相，不生不滅，不垢不淨，不增不減。是故空中無色，無受想行識，無眼耳鼻舌身意，無色聲香味觸法，無眼界，乃至無意識界。無明，亦無明盡，乃至無老死，亦無老死盡。無苦集滅道，無智亦無得。以無所得故，菩提薩埵，依般若波羅蜜多故，心無罣礙，無罣礙故，無有恐怖，遠離顛倒夢想，究竟涅磐。三世諸佛，依般若波羅蜜多故，得阿耨多羅三藐三菩提。故知般若波羅蜜多，是大神咒，是大明咒，是無上咒，是無等等咒，能除一切苦，真實不虛。故說般若波羅蜜多咒，即說咒曰：揭諦揭諦波羅揭諦波羅僧揭諦菩提薩婆訶。"	"般若波羅蜜多心經
觀自在菩薩行深般若波羅蜜多
時照見五蘊皆空度一切苦厄
舍利子色不異空空不異色色即
是空空即是色受想行識亦復
如是舍利子是諸法空相不生不
滅不垢不淨不增不減是故空中
無色無受想行識無眼耳鼻舌
身意無色聲香味觸法無眼界
乃至無意識界無無明亦無無明
盡乃至無老死亦無老死盡無苦
集滅道無智亦無得以無所得故
菩提薩埵依般若波羅蜜多故心
無罣礙無罣礙故無有恐怖遠離
顛倒夢想究竟涅槃三世諸佛
依般若波羅蜜多故得阿耨多
羅三藐三菩提故知般若波羅蜜
多是大神咒是大明咒是無上咒
是無等等咒能除一切苦真實不虛
故說般若波羅蜜多咒即說咒曰
揭諦揭諦波羅揭諦
波羅僧揭諦菩提薩婆訶
歲在辛丑籍森沐手焚香敬書"	/mnt/Suran_database/Users/thanhthanh_workspace/Project/NLP_K35/xlnntn_hp2_friend/data/mrDuc_data/Images/UzpfSTEwMDAwMDI1Njc2NzI4NjpWSzoyNzgxMDM0NzcxNTI3Mzk3OA==_2.jpg
/images/UzpfSTEwMDAxMTExNTIyODcyNDpWSzoyNzM5NjkyNDIzMzMxODkzNQ==_0.jpg	1.0	one_text_contains_the_other	福地安居	"福
地
安
居"	/mnt/Suran_database/Users/thanhthanh_workspace/Project/NLP_K35/xlnntn_hp2_friend/data/mrDuc_data/Images/UzpfSTEwMDAxMTExNTIyODcyNDpWSzoyNzM5NjkyNDIzMzMxODkzNQ==_0.jpg
/images/UzpfSTEwMDAwNjA1MjQxMTI3MzpWSzoyNzQwMjMzMzU0NjExMTMzNw==_2.jpg	0.973627	one_text_contains_the_other	只有平庸的人生才不會被人議論	"只有平庸的
人生才不會
被人議論
林"	/mnt/Suran_database/Users/thanhthanh_workspace/Project/NLP_K35/xlnntn_hp2_friend/data/mrDuc_data/Images/UzpfSTEwMDAwNjA1MjQxMTI3MzpWSzoyNzQwMjMzMzU0NjExMTMzNw==_2.jpg
/images/UzpfSTEwMDAwNjA1MjQxMTI3MzpWSzoyNzQwMjMzMzU0NjExMTMzNw==_0.jpg	0.973627	one_text_contains_the_other	只有平庸的人生才不會被人議論	"只
有
平
庸
的
人
生
才
不
會
被
人
議
論
林"	/mnt/Suran_database/Users/thanhthanh_workspace/Project/NLP_K35/xlnntn_hp2_friend/data/mrDuc_data/Images/UzpfSTEwMDAwNjA1MjQxMTI3MzpWSzoyNzQwMjMzMzU0NjExMTMzNw==_0.jpg
/images/UzpfSTEwMDAwNjA1MjQxMTI3MzpWSzoyNzQwMjMzMzU0NjExMTMzNw==_1.jpg	0.973627	one_text_contains_the_other	只有平庸的人生才不會被人議論	"只有平庸的
人生才不會
被人議論林"	/mnt/Suran_database/Users/thanhthanh_workspace/Project/NLP_K35/xlnntn_hp2_friend/data/mrDuc_data/Images/UzpfSTEwMDAwNjA1MjQxMTI3MzpWSzoyNzQwMjMzMzU0NjExMTMzNw==_1.jpg
/images/UzpfSTEwMDAwMDI1Njc2NzI4NjpWSzoyNzgxMDQyMDUxMTkzMzM2NQ==_1.jpg	0.946004	high_directional_coverage	"觀自在菩薩，行深般若波羅蜜多時，照見五蘊皆空，度一切苦厄。舍利子，色不異空，空不異色，色即是空，空即是色，受想行識，亦復如是。舍利子，是諸法空相，不生不滅，不垢不淨，不增不減。是故空中無色，無受想行識，無眼耳鼻舌身意，無色聲香味觸法，無眼界，乃至無意識界。無明，亦無明盡，乃至無老死，亦無老死盡。無苦集滅道，無智亦無得。以無所得故，菩提薩埵，依般若波羅蜜多故，心無罣礙，無罣礙故，無有恐怖，遠離顛倒夢想，究竟涅磐。三世諸佛，依般若波羅蜜多故，得阿耨多羅三藐三菩提。故知般若波羅蜜多，是大神咒，是大明咒，是無上咒，是無等等咒，能除一切苦，真實不虛。故說般若波羅蜜多咒，即說咒曰：揭諦揭諦波羅揭諦波羅僧揭諦菩提薩婆訶。 
，"	"般若波羅蜜多心經
觀自在菩薩行深般若波羅蜜多
時照見五蘊皆空度一切苦厄
舍利子色不異空空不異色色即
是空空即是色受想行識亦復
如是舍利子是諸法空相不生
滅不垢不淨不增不減是故空中
無色無受想行識無眼耳鼻舌
身意無色聲香味觸法無眼界
乃至無意識界無無明亦無無明
盡乃至無老死亦無老死盡無苦
集滅道無智亦無得以無所得故
菩提薩埵依般若波羅蜜多故心
無罣礙無罣礙故無有恐怖遠離
顛倒夢想究竟涅槃三世諸佛
依般若波羅蜜多故得阿耨多
羅三藐三菩提故知般若波羅蜜
多是大神咒是大明咒是無上咒
是無等等咒能除一切苦真實不虛
故說般若波羅蜜多咒即說咒曰
揭諦揭諦波羅揭諦波羅僧揭諦
菩提薩婆訶般若波羅蜜多心經
歲在辛丑臘月吉日沐手敬書于林下書"	/mnt/Suran_database/Users/thanhthanh_workspace/Project/NLP_K35/xlnntn_hp2_friend/data/mrDuc_data/Images/UzpfSTEwMDAwMDI1Njc2NzI4NjpWSzoyNzgxMDQyMDUxMTkzMzM2NQ==_1.jpg
/images/UzpfSTEwMDAwMDM2NjMwMzY2NTpWSzoyNzgxNzY5MDQwMTIwNjM3Ng==_3.jpg	0.621469	high_directional_coverage	"2026-08-19週三
今天週三，祝大家順心愉快。

常用漢字
409
貿麼玫枚

論語金句：
四、政治與領導（76–100）
85.上好禮，則民莫敢不敬；上好義，則民莫敢不服；上好信，則民莫敢不用情。

使徒行傳16:38-39.
詩篇147:11-15."	"上好禮，則民莫敢不敬、
上好義，則民莫敢不服、
上好信，則民莫敢不用情、
論語金句丙午秋新耀書"	/mnt/Suran_database/Users/thanhthanh_workspace/Project/NLP_K35/xlnntn_hp2_friend/data/mrDuc_data/Images/UzpfSTEwMDAwMDM2NjMwMzY2NTpWSzoyNzgxNzY5MDQwMTIwNjM3Ng==_3.jpg
